tube_assembly_id,component_id_1,quantity_1,component_id_2,quantity_2,component_id_3,quantity_3,component_id_4,quantity_4,component_id_5,quantity_5,component_id_6,quantity_6,component_id_7,quantity_7,component_id_8,quantity_8
TA-10660,C-1623,2,C-1630,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10661,C-1640,1,C-0217,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10662,C-1640,1,C-0217,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10663,C-1623,2,C-1630,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10664,C-1623,2,C-1630,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10665,C-1623,2,C-1630,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10666,C-1623,1,C-1630,1,C-0210,1,C-0214,1,NA,NA,NA,NA,NA,NA,NA,NA
TA-10667,C-1640,1,C-0217,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10668,C-1623,1,C-1630,1,C-0211,1,C-0214,1,NA,NA,NA,NA,NA,NA,NA,NA
TA-10669,C-1623,1,C-1630,1,C-0211,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10670,C-1623,1,C-1630,1,C-0210,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10671,C-1623,1,C-1630,1,C-0369,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10672,C-0210,1,C-0211,1,C-0214,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10673,C-1623,2,C-1630,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10674,C-1623,1,C-1630,1,C-0210,1,C-0214,1,NA,NA,NA,NA,NA,NA,NA,NA
TA-10675,C-1623,1,C-1630,1,C-0211,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10676,C-1623,2,C-1630,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10677,C-1623,2,C-1630,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10678,C-1623,2,C-1630,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10679,C-1623,1,C-1630,1,C-0211,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10680,C-1623,2,C-1630,2,C-0214,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10681,C-1623,1,C-1630,1,C-0211,1,C-0214,1,NA,NA,NA,NA,NA,NA,NA,NA
TA-10682,C-1623,1,C-1630,1,C-0210,1,C-0214,1,NA,NA,NA,NA,NA,NA,NA,NA
TA-10683,C-1623,2,C-1630,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10684,C-1623,1,C-1630,1,C-0369,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10685,C-1623,1,C-1630,1,C-0210,1,C-0214,1,NA,NA,NA,NA,NA,NA,NA,NA
TA-10686,C-1623,1,C-1630,1,C-1647,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10687,C-1623,2,C-1630,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10688,C-1622,1,C-1629,1,C-1639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10689,C-1622,1,C-1629,1,C-1639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10690,C-1624,2,C-1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10691,C-1622,1,C-1629,1,C-1639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10692,C-1622,1,C-1629,1,C-1639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10693,C-1243,2,C-1244,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10694,C-0064,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10695,C-1713,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10696,C-1344,1,C-1625,1,C-1632,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10697,C-1344,1,C-1625,1,C-1632,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10698,C-1625,1,C-1632,1,C-1649,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10699,C-1625,1,C-1632,1,C-1649,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10700,C-1625,1,C-1632,1,C-0805,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10701,C-1625,1,C-1632,1,C-2001,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10702,C-2001,1,C-0806,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10703,C-2001,1,C-0806,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10704,C-0448,1,C-0449,1,C-1622,1,C-1629,1,NA,NA,NA,NA,NA,NA,NA,NA
TA-10705,C-0562,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10706,C-0681,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10707,C-1642,1,C-2002,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10708,C-1642,1,C-2032,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10709,C-1195,1,C-0345,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10712,C-1631,2,C-0580,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10713,C-1631,2,C-0580,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10714,C-1625,2,C-1632,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10715,C-1625,1,C-1632,1,C-1642,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10716,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10717,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10718,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10719,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10720,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10721,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10722,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10723,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10724,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10725,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10726,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10727,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10728,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10729,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10730,C-1621,1,C-1628,1,C-1638,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10731,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10732,C-0444,2,C-0445,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10733,C-0444,2,C-0445,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10734,C-1625,1,C-1632,1,C-1642,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10735,C-0810,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10736,C-1622,1,C-1629,1,C-1639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10737,C-1533,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10738,C-1623,2,C-1630,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10739,C-1243,2,C-1244,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10740,C-2038,2,C-0244,1,C-0812,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10741,C-1626,2,C-1633,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10742,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10743,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10744,C-1622,1,C-1629,1,C-1639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10747,C-1631,2,C-0580,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10748,C-1624,2,C-1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10749,C-1243,2,C-1244,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10750,C-1243,2,C-1244,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10751,C-1625,2,C-1632,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10752,C-0424,2,C-1497,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10753,C-1622,1,C-1629,1,C-1639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10755,C-1355,1,C-0715,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10756,C-1631,2,C-0580,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10757,C-0444,1,C-0445,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10760,C-1624,2,C-1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10761,C-1624,2,C-1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10762,C-1625,1,C-1632,1,C-1995,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10763,C-0085,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10764,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10765,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10766,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10767,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10768,C-1631,2,C-0580,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10769,C-1631,2,C-0580,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10770,C-1631,2,C-0580,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10771,C-0741,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10772,C-0741,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10773,C-1619,1,C-1622,1,C-1629,1,C-1639,1,NA,NA,NA,NA,NA,NA,NA,NA
TA-10774,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10776,C-1227,1,C-1499,1,C-1972,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10777,C-1420,2,C-1421,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10778,C-1420,2,C-1421,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10779,C-0823,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10780,C-0444,1,C-0445,1,C-1841,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10781,C-1547,1,C-1848,1,C-0001,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10782,C-0444,1,C-0445,1,C-1841,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10783,C-1547,1,C-1848,1,C-0001,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10784,C-1435,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10785,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10786,C-1435,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10787,C-1229,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10788,C-1229,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10789,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10790,C-1243,2,C-1244,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10791,C-0823,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10792,C-0823,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10794,C-0823,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10795,C-0823,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10799,C-1229,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10800,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10801,C-1435,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10802,C-0823,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10803,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10804,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10805,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10806,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10807,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10808,C-1620,2,C-1627,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10809,C-1345,1,C-1502,1,C-1970,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10810,C-1623,2,C-1630,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10811,C-1623,2,C-1630,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10812,C-1622,1,C-1629,1,C-1639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10813,C-1623,1,C-1630,1,C-1647,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10814,C-1622,1,C-1629,1,C-1639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10815,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10816,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10817,C-1621,1,C-1622,1,C-1628,1,C-1660,1,NA,NA,NA,NA,NA,NA,NA,NA
TA-10818,C-1624,2,C-1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10819,C-1624,2,C-1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10820,C-1502,1,C-1622,1,C-1629,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10821,C-1625,1,C-1632,1,C-1642,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10822,C-1620,2,C-1627,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10823,C-0433,1,C-0835,1,C-0836,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10824,C-0433,1,C-0835,1,C-0836,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10825,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10826,C-0448,2,C-0449,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10827,C-1243,2,C-1244,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10828,C-1243,2,C-1244,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10830,C-1313,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10831,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10832,C-1313,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10833,C-1313,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10834,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10835,C-1622,1,C-1629,1,C-1639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10836,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10837,C-1642,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10838,C-1209,1,C-1621,1,C-1628,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10839,C-1625,1,C-1632,1,C-1649,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10840,C-0448,1,C-0449,1,C-1724,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10841,C-1625,1,C-1632,1,C-1649,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10842,C-1625,1,C-1632,1,C-1649,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10843,C-1209,1,C-1621,1,C-1628,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10844,C-1621,1,C-1628,1,C-0607,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10845,C-1625,1,C-1632,1,C-1649,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10846,C-1625,1,C-1632,1,C-1649,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10847,C-1625,1,C-1632,1,C-1649,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10848,C-1625,1,C-1632,1,C-1649,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10849,C-1621,1,C-1628,1,C-1638,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10850,C-0448,2,C-0449,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10851,C-1638,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10852,C-1622,1,C-1629,1,C-1639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10853,C-1625,1,C-1632,1,C-1649,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10854,C-1625,1,C-1632,1,C-1649,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10855,C-1625,1,C-1632,1,C-1649,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10856,C-1625,1,C-1632,1,C-1649,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10857,C-1625,1,C-1632,1,C-1649,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10858,C-1624,2,C-1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10859,C-1624,2,C-1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10860,C-1641,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10861,C-1624,1,C-1631,1,C-1888,1,C-0495,1,NA,NA,NA,NA,NA,NA,NA,NA
TA-10862,C-1624,2,C-1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10863,C-1621,1,C-1628,1,C-1638,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10864,C-1624,1,C-1631,1,C-1641,1,C-0533,1,NA,NA,NA,NA,NA,NA,NA,NA
TA-10865,C-1650,2,C-0493,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10866,C-1650,2,C-0493,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10867,C-1243,2,C-1244,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10868,C-1641,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10869,C-1641,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10870,C-1641,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10871,C-1641,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10872,C-1624,1,C-1631,1,C-1910,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10873,C-1624,1,C-1631,1,C-1910,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10874,C-1624,1,C-1631,1,C-1910,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10875,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10876,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10877,C-1243,2,C-1244,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10878,C-0448,2,C-0449,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10880,C-1621,1,C-1628,1,C-1638,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10881,C-1642,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10882,C-1642,1,C-0498,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10883,C-1622,1,C-1629,1,C-1639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10884,C-1251,1,C-1643,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10885,C-0492,1,C-0572,1,C-0573,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10886,C-0572,2,C-0573,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10887,C-1623,1,C-1630,1,C-1647,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10888,C-1625,1,C-1632,1,C-1649,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10889,C-1243,2,C-1244,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10890,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10891,C-0496,1,C-0498,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10892,C-0500,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10893,C-0500,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10894,C-1624,1,C-1631,1,C-1910,1,C-0539,1,NA,NA,NA,NA,NA,NA,NA,NA
TA-10895,C-0501,1,C-0502,2,C-0503,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10896,C-1643,1,C-1650,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10897,C-1626,1,C-1633,1,C-1650,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10898,C-1643,1,C-1650,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10899,C-1622,1,C-1629,1,C-1639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10900,C-0448,2,C-0449,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10901,C-0448,2,C-0449,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10902,C-0448,2,C-0449,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10903,C-1639,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10904,C-0448,2,C-0449,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10905,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10906,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
