id,log_feature,volume
736,feature 82,34
11564,feature 82,2
10786,feature 193,1
10786,feature 71,2
18309,feature 71,1
18309,feature 193,1
18309,feature 82,44
18309,feature 203,2
5148,feature 193,1
5148,feature 71,1
5148,feature 82,14
5148,feature 203,2
4594,feature 82,20
12901,feature 82,4
1056,feature 82,12
1056,feature 71,1
1056,feature 193,1
2791,feature 203,10
2791,feature 82,38
10165,feature 71,2
4108,feature 193,1
4108,feature 71,3
4108,feature 82,26
4108,feature 203,10
11798,feature 82,8
11798,feature 203,5
11186,feature 82,10
11603,feature 203,4
11603,feature 82,4
2148,feature 203,3
2148,feature 82,10
16345,feature 106,1
16345,feature 193,1
16345,feature 82,20
16345,feature 63,2
16345,feature 71,2
7681,feature 71,1
7681,feature 82,5
16572,feature 71,2
16572,feature 82,9
4863,feature 82,8
6076,feature 82,16
6076,feature 203,5
6076,feature 71,1
9535,feature 203,5
9535,feature 82,20
10490,feature 82,18
10490,feature 203,4
8119,feature 203,15
8119,feature 82,25
17792,feature 82,26
17792,feature 71,1
11742,feature 71,2
11742,feature 82,44
11742,feature 203,9
7917,feature 82,34
7917,feature 203,1
11814,feature 203,17
11814,feature 82,26
7693,feature 203,7
7693,feature 82,14
5870,feature 71,3
5870,feature 82,4
11824,feature 71,1
4845,feature 82,33
4845,feature 203,7
4845,feature 71,1
890,feature 82,14
890,feature 193,2
890,feature 203,2
890,feature 71,5
2959,feature 71,1
2959,feature 193,2
2959,feature 82,18
13754,feature 82,24
13754,feature 203,14
2673,feature 71,1
2673,feature 82,24
2673,feature 203,16
17420,feature 82,10
17420,feature 56,1
17420,feature 198,1
3772,feature 63,3
3772,feature 82,4
2644,feature 203,2
2644,feature 82,18
13018,feature 82,22
13018,feature 203,14
1513,feature 63,7
1513,feature 203,2
1513,feature 82,26
3287,feature 203,4
3287,feature 193,2
3287,feature 71,2
3287,feature 82,8
3337,feature 82,20
3337,feature 71,2
3337,feature 203,14
3337,feature 193,2
17746,feature 82,36
17746,feature 203,25
3519,feature 82,8
3519,feature 203,7
3519,feature 56,1
13417,feature 71,1
13417,feature 193,1
13417,feature 82,2
9835,feature 71,3
9835,feature 82,2
9835,feature 193,1
13300,feature 71,1
13300,feature 82,30
4552,feature 203,4
4552,feature 71,1
4552,feature 82,14
15450,feature 71,1
15450,feature 203,2
15450,feature 82,6
18098,feature 82,12
5917,feature 71,1
5917,feature 82,36
5917,feature 203,18
18078,feature 71,1
18078,feature 203,3
18078,feature 193,1
18078,feature 82,8
3604,feature 203,4
3604,feature 82,20
15624,feature 193,5
15624,feature 82,6
15624,feature 203,6
15624,feature 71,6
11966,feature 203,10
11966,feature 71,3
11966,feature 82,12
10066,feature 183,1
10066,feature 193,1
10066,feature 71,3
10066,feature 63,1
10066,feature 203,25
10066,feature 82,52
14809,feature 82,72
629,feature 82,10
629,feature 71,2
629,feature 203,2
18222,feature 82,12
18222,feature 203,10
8456,feature 203,3
8456,feature 193,1
8456,feature 71,1
8456,feature 82,10
14695,feature 203,14
14695,feature 193,1
14695,feature 71,2
14695,feature 82,52
17621,feature 82,52
17621,feature 203,6
3032,feature 203,1
3032,feature 82,16
3032,feature 193,2
3032,feature 71,1
12852,feature 82,36
12852,feature 71,5
12852,feature 193,2
12852,feature 203,10
8873,feature 71,1
8873,feature 193,1
10545,feature 203,15
10545,feature 82,21
10688,feature 203,2
10688,feature 82,8
4805,feature 82,14
4805,feature 203,9
4805,feature 193,1
4805,feature 71,1
12851,feature 71,6
12851,feature 82,21
12851,feature 193,4
12851,feature 203,5
16275,feature 82,40
16275,feature 203,8
4600,feature 71,1
4600,feature 203,19
4600,feature 82,28
12896,feature 203,7
12896,feature 82,10
17406,feature 71,2
17406,feature 82,5
17741,feature 80,1
17859,feature 134,1
17859,feature 219,1
11660,feature 171,1
1084,feature 55,1
13768,feature 55,2
13768,feature 171,1
9824,feature 134,1
9824,feature 219,1
9824,feature 55,2
3211,feature 134,1
11737,feature 171,21
11737,feature 104,10
11737,feature 219,17
11737,feature 55,42
11737,feature 21,2
11737,feature 134,20
17723,feature 219,22
17723,feature 55,64
17723,feature 171,19
17723,feature 134,23
17723,feature 104,16
17723,feature 21,1
13786,feature 55,18
13786,feature 134,10
13786,feature 171,4
13786,feature 219,9
13786,feature 104,4
13786,feature 21,3
2348,feature 55,2
16945,feature 55,2
16945,feature 171,2
8651,feature 191,1
8651,feature 70,1
9788,feature 318,2
9788,feature 55,5
9788,feature 171,1
9788,feature 239,2
3206,feature 70,1
3206,feature 191,1
8650,feature 70,1
381,feature 172,2
676,feature 169,1
676,feature 68,2
676,feature 54,4
676,feature 170,5
7101,feature 190,2
7101,feature 69,3
7101,feature 68,1
15558,feature 10,1
10523,feature 306,1
10523,feature 54,1
10523,feature 305,1
8012,feature 219,1
8012,feature 134,1
9380,feature 170,1
9380,feature 169,1
16764,feature 68,1
16764,feature 145,4
16764,feature 162,1
16764,feature 10,3
1352,feature 162,1
1352,feature 46,3
1035,feature 162,1
1035,feature 54,1
1035,feature 46,2
1475,feature 306,1
9109,feature 306,1
3110,feature 162,1
12446,feature 68,2
12446,feature 69,1
12446,feature 273,1
12446,feature 170,1
12446,feature 54,1
13880,feature 345,1
13880,feature 68,1
13880,feature 273,3
865,feature 306,1
865,feature 54,1
865,feature 223,1
6611,feature 306,1
6611,feature 54,1
6611,feature 223,1
4074,feature 223,3
4074,feature 306,3
4218,feature 306,1
4218,feature 54,1
4218,feature 170,1
17767,feature 54,1
17767,feature 306,2
4637,feature 306,2
10626,feature 222,1
10626,feature 306,1
10626,feature 54,1
16095,feature 68,1
954,feature 162,1
954,feature 169,1
954,feature 306,1
7798,feature 223,1
7798,feature 306,1
9567,feature 306,1
729,feature 170,1
729,feature 345,2
729,feature 273,1
729,feature 54,2
16270,feature 54,1
12970,feature 54,2
12970,feature 170,2
12970,feature 68,1
16450,feature 54,1
16828,feature 54,10
16828,feature 170,1
17045,feature 170,1
17045,feature 54,1
3963,feature 54,4
3963,feature 170,4
11187,feature 54,8
11187,feature 170,12
17589,feature 170,5
17589,feature 54,11
16585,feature 54,3
8678,feature 170,1
8678,feature 54,2
597,feature 54,3
597,feature 170,1
12857,feature 170,5
12857,feature 54,5
9558,feature 170,1
14830,feature 170,2
14830,feature 54,2
3782,feature 170,17
3782,feature 54,11
2721,feature 54,15
2721,feature 62,1
2721,feature 207,1
2721,feature 182,1
2721,feature 86,1
2721,feature 170,16
4992,feature 170,4
4992,feature 54,5
6603,feature 54,31
6603,feature 170,28
8021,feature 20,12
8021,feature 207,1
8021,feature 170,93
8021,feature 54,588
8021,feature 103,450
8021,feature 155,10
8021,feature 182,1
2412,feature 54,25
2412,feature 20,2
2412,feature 103,37
1612,feature 86,1
140,feature 54,2
140,feature 170,1
16848,feature 54,31
16848,feature 170,25
16848,feature 103,1
6331,feature 54,2
7691,feature 54,8
7691,feature 170,3
7691,feature 103,1
7415,feature 170,3
7415,feature 54,6
453,feature 54,5
2792,feature 54,1
2938,feature 54,20
2938,feature 170,6
6653,feature 170,128
6653,feature 103,2
6653,feature 54,183
4344,feature 54,241
4344,feature 103,121
4344,feature 20,14
4344,feature 170,71
2910,feature 20,4
2910,feature 103,34
2910,feature 54,170
2910,feature 170,58
9432,feature 54,495
9432,feature 20,2
9432,feature 170,131
9432,feature 103,214
5998,feature 54,814
5998,feature 20,7
5998,feature 103,566
5998,feature 170,78
13914,feature 170,98
13914,feature 54,877
13914,feature 20,12
13914,feature 103,662
4932,feature 170,37
4932,feature 20,6
4932,feature 103,199
4932,feature 54,371
7518,feature 103,251
7518,feature 20,1
7518,feature 170,36
7518,feature 54,400
8110,feature 170,21
8110,feature 54,84
8110,feature 103,19
16566,feature 54,105
16566,feature 170,22
16566,feature 207,1
16566,feature 103,4
16566,feature 280,3
15853,feature 54,155
15853,feature 20,5
15853,feature 103,76
15853,feature 170,45
15853,feature 68,2
9742,feature 54,471
9742,feature 103,54
9742,feature 170,121
9742,feature 20,12
15587,feature 54,362
15587,feature 170,77
15587,feature 20,10
15587,feature 103,68
5103,feature 20,3
5103,feature 103,15
5103,feature 54,38
5103,feature 170,4
16242,feature 54,59
16242,feature 103,29
16242,feature 20,2
16242,feature 170,10
8222,feature 170,2
8222,feature 54,12
8222,feature 20,1
8222,feature 103,1
16163,feature 20,10
16163,feature 170,25
16163,feature 103,61
16163,feature 54,198
12506,feature 54,267
12506,feature 170,56
12506,feature 103,82
12506,feature 20,11
18190,feature 54,257
18190,feature 20,7
18190,feature 170,72
18190,feature 103,39
5230,feature 20,2
5230,feature 103,28
5230,feature 54,208
5230,feature 170,65
10994,feature 54,12
10994,feature 170,8
8853,feature 176,2
16130,feature 134,1
4080,feature 134,1
4080,feature 219,1
18522,feature 170,107
18522,feature 207,2
18522,feature 182,2
18522,feature 155,10
18522,feature 206,1
131,feature 134,1
131,feature 219,1
17787,feature 219,2
17787,feature 134,2
9692,feature 134,20
9692,feature 219,18
15649,feature 219,1
15649,feature 134,1
17712,feature 149,1
17712,feature 15,1
5141,feature 15,2
5141,feature 149,3
13416,feature 219,1
13416,feature 134,1
8490,feature 134,1
5949,feature 134,1
5949,feature 219,1
10166,feature 134,1
17822,feature 171,1
17822,feature 55,1
17822,feature 219,1
17822,feature 134,1
16665,feature 219,1
16665,feature 134,1
1196,feature 306,1
9695,feature 222,1
9695,feature 75,1
9695,feature 305,1
13687,feature 75,2
13687,feature 306,2
1861,feature 223,2
1861,feature 197,4
3650,feature 54,4
10485,feature 75,1
10485,feature 219,1
10485,feature 306,2
10485,feature 134,1
2033,feature 110,120
2033,feature 223,2
2033,feature 75,157
2033,feature 197,3
18179,feature 306,3
18179,feature 110,111
18179,feature 305,3
18179,feature 223,2
18179,feature 197,11
18179,feature 75,141
18179,feature 114,1
18179,feature 222,2
6363,feature 305,2
6363,feature 197,1
6363,feature 75,1
6363,feature 134,1
6363,feature 219,1
7335,feature 75,1
7335,feature 305,2
12528,feature 75,1
12528,feature 306,2
7946,feature 75,3
7946,feature 224,1
7946,feature 306,5
7946,feature 222,1
7946,feature 197,1
5018,feature 305,2
5018,feature 306,2
5018,feature 197,1
5018,feature 75,4
15781,feature 306,2
15781,feature 75,2
15781,feature 305,2
16968,feature 53,1
16968,feature 169,1
15851,feature 306,5
15851,feature 75,8
15851,feature 305,5
7444,feature 305,6
7444,feature 75,8
7444,feature 306,9
6278,feature 305,2
6278,feature 68,1
6278,feature 75,4
6278,feature 197,1
6278,feature 306,12
6278,feature 225,1
6278,feature 54,1
6278,feature 224,2
13894,feature 222,1
13894,feature 75,4
13894,feature 306,4
13894,feature 305,1
13894,feature 197,2
9404,feature 224,2
14682,feature 306,1
14682,feature 225,1
383,feature 306,2
6067,feature 305,6
6067,feature 197,1
6067,feature 75,4
6067,feature 306,2
1633,feature 305,3
1633,feature 75,10
1633,feature 222,1
1633,feature 197,2
1633,feature 306,4
6967,feature 306,1
6967,feature 305,2
6967,feature 75,2
4441,feature 75,1
4441,feature 306,1
4441,feature 305,1
4123,feature 223,2
4123,feature 306,2
4123,feature 305,1
4123,feature 222,2
4123,feature 75,4
334,feature 75,2
334,feature 197,1
334,feature 306,1
334,feature 222,2
12046,feature 306,9
12046,feature 305,12
12046,feature 75,24
17077,feature 222,1
17077,feature 75,18
17077,feature 306,13
17077,feature 197,2
17077,feature 305,2
3365,feature 306,3
3365,feature 75,4
3365,feature 305,4
3365,feature 197,1
3365,feature 223,2
12269,feature 222,4
12269,feature 78,1
12269,feature 306,3
12269,feature 197,3
12269,feature 75,2
12269,feature 199,3
12269,feature 134,1
11921,feature 306,1
11921,feature 75,1
5207,feature 197,3
5207,feature 224,2
5207,feature 305,7
5207,feature 306,11
5207,feature 75,11
5207,feature 222,2
6209,feature 305,7
6209,feature 306,4
6209,feature 75,6
6209,feature 197,1
6209,feature 225,1
9121,feature 305,1
9121,feature 306,5
9121,feature 224,1
9121,feature 75,3
9340,feature 225,1
9340,feature 75,3
9340,feature 197,2
9340,feature 305,2
9340,feature 306,3
7576,feature 75,8
7576,feature 306,5
7576,feature 305,4
7576,feature 224,2
7576,feature 222,1
7576,feature 197,1
12525,feature 306,5
12525,feature 222,4
12525,feature 75,8
12525,feature 223,2
12525,feature 197,2
1857,feature 75,2
8380,feature 85,1
16411,feature 207,1
16411,feature 182,1
16411,feature 204,2
16411,feature 83,2
16411,feature 86,1
16411,feature 62,1
11692,feature 207,1
11692,feature 204,2
11692,feature 182,1
9100,feature 134,1
9100,feature 219,2
5764,feature 219,1
5764,feature 134,1
15884,feature 134,1
2806,feature 219,1
2806,feature 134,1
13804,feature 55,1
16377,feature 134,1
16377,feature 219,1
13431,feature 134,1
11289,feature 219,1
11289,feature 134,1
11103,feature 134,1
8476,feature 68,1
4205,feature 40,1
12885,feature 134,1
17369,feature 170,26
17369,feature 134,3
17369,feature 182,1
17369,feature 207,1
17369,feature 219,3
5896,feature 134,1
5896,feature 219,1
13787,feature 182,1
13787,feature 83,2
13787,feature 204,2
13787,feature 62,1
1345,feature 182,1
1345,feature 204,2
1345,feature 155,10
8126,feature 219,1
8126,feature 134,1
8538,feature 219,1
8538,feature 134,1
14836,feature 219,2
14836,feature 134,2
11590,feature 134,1
11590,feature 219,1
17296,feature 219,4
17296,feature 134,4
4414,feature 219,1
4414,feature 134,1
7932,feature 219,4
7932,feature 134,5
5523,feature 219,5
5523,feature 134,12
18166,feature 134,1
15906,feature 219,2
15906,feature 134,6
5552,feature 134,7
5552,feature 219,7
5907,feature 374,2
5907,feature 289,1
17957,feature 285,8
17957,feature 370,89
17957,feature 33,1
17957,feature 284,9
17957,feature 121,3
17957,feature 369,3
17957,feature 374,1
17957,feature 122,18
17521,feature 285,2
17521,feature 122,11
17521,feature 370,155
17521,feature 33,1
12425,feature 289,1
12425,feature 122,15
12425,feature 370,352
12425,feature 33,2
15742,feature 370,142
15742,feature 289,2
15742,feature 122,1
15742,feature 285,1
15742,feature 374,1
4875,feature 374,2
2239,feature 374,1
2239,feature 289,1
2119,feature 374,1
11290,feature 220,1
11290,feature 370,6
11290,feature 369,3
11290,feature 374,2
11290,feature 289,13
11290,feature 134,1
11290,feature 288,1
11290,feature 135,1
11290,feature 367,1
11290,feature 284,36
11290,feature 285,34
4101,feature 283,4
4101,feature 368,21
4101,feature 291,4
4101,feature 376,21
9397,feature 376,5
9397,feature 368,5
3478,feature 368,16
3478,feature 283,2
3478,feature 376,16
3478,feature 291,2
3478,feature 378,2
16750,feature 291,3
16750,feature 368,9
16750,feature 283,3
16750,feature 376,9
6798,feature 283,4
6798,feature 291,4
6798,feature 376,10
6798,feature 368,10
13375,feature 368,9
13375,feature 378,2
13375,feature 376,9
13375,feature 283,3
13375,feature 293,1
13375,feature 291,3
6095,feature 376,4
6095,feature 368,4
6095,feature 378,1
13323,feature 376,6
13323,feature 368,6
5909,feature 283,2
5909,feature 376,3
5909,feature 291,2
5909,feature 368,3
10458,feature 283,5
10458,feature 376,23
10458,feature 291,5
10458,feature 368,23
4287,feature 283,3
4287,feature 376,13
4287,feature 291,3
4287,feature 368,13
14950,feature 283,2
14950,feature 291,3
14950,feature 376,2
14950,feature 368,3
1511,feature 368,24
1511,feature 376,23
1511,feature 283,7
1511,feature 291,8
2607,feature 368,7
2607,feature 376,7
2607,feature 283,1
2607,feature 291,1
10481,feature 376,19
10481,feature 368,19
10481,feature 291,10
10481,feature 283,10
13660,feature 283,3
13660,feature 368,13
13660,feature 376,13
13660,feature 291,2
8641,feature 291,2
8641,feature 376,41
8641,feature 368,39
8641,feature 283,4
687,feature 283,4
687,feature 291,4
687,feature 368,5
687,feature 376,5
6283,feature 283,7
6283,feature 368,21
6283,feature 376,21
6283,feature 291,7
5492,feature 376,7
5492,feature 291,2
5492,feature 283,2
5492,feature 368,7
11964,feature 283,7
11964,feature 376,16
11964,feature 291,7
11964,feature 368,16
1502,feature 368,13
1502,feature 376,13
1502,feature 283,6
1502,feature 291,6
17685,feature 368,8
17685,feature 291,3
17685,feature 376,8
17685,feature 283,2
11791,feature 291,13
11791,feature 283,12
11791,feature 376,20
11791,feature 368,20
10815,feature 368,8
10815,feature 376,8
10815,feature 291,5
10815,feature 283,5
10583,feature 283,9
10583,feature 368,24
10583,feature 376,23
10583,feature 291,9
6895,feature 376,5
6895,feature 368,5
6895,feature 291,1
6895,feature 283,1
530,feature 376,16
530,feature 368,16
530,feature 291,2
530,feature 283,4
4093,feature 368,12
4093,feature 376,12
4093,feature 291,1
4093,feature 283,1
689,feature 368,8
689,feature 376,8
689,feature 291,4
689,feature 283,4
4529,feature 376,2
4529,feature 368,2
12599,feature 376,4
12599,feature 368,4
14511,feature 283,9
14511,feature 368,29
14511,feature 291,9
14511,feature 376,28
16016,feature 125,19
16016,feature 120,20
16016,feature 283,61
16016,feature 368,181
16016,feature 291,60
16016,feature 376,183
6235,feature 368,157
6235,feature 376,155
6235,feature 291,47
6235,feature 283,43
6235,feature 125,4
6235,feature 120,4
9552,feature 368,6
9552,feature 291,2
9552,feature 376,6
9552,feature 283,3
1903,feature 283,6
1903,feature 376,15
1903,feature 368,15
1903,feature 291,6
6061,feature 376,3
6061,feature 368,3
12440,feature 291,4
12440,feature 283,4
12440,feature 368,4
12440,feature 376,5
8982,feature 376,9
8982,feature 283,8
8982,feature 368,9
8982,feature 291,7
4368,feature 376,6
4368,feature 368,7
4368,feature 283,5
4368,feature 291,7
7153,feature 376,13
7153,feature 283,7
7153,feature 291,8
7153,feature 368,13
12071,feature 368,8
12071,feature 291,1
12071,feature 376,8
12071,feature 283,1
7,feature 368,2
7,feature 283,2
7,feature 376,2
7,feature 291,1
13104,feature 368,5
13104,feature 376,5
13104,feature 291,4
13104,feature 283,6
14305,feature 368,2
14305,feature 283,1
14305,feature 291,1
14305,feature 376,2
17129,feature 291,8
17129,feature 283,8
17129,feature 376,14
17129,feature 368,14
10674,feature 368,14
10674,feature 291,7
10674,feature 376,14
10674,feature 283,6
18067,feature 368,16
18067,feature 291,11
18067,feature 283,10
18067,feature 376,16
4832,feature 368,6
4832,feature 283,3
4832,feature 376,6
4832,feature 291,3
2371,feature 291,3
2371,feature 283,3
2371,feature 368,7
2371,feature 376,7
3500,feature 376,13
3500,feature 368,13
3500,feature 283,2
3500,feature 291,2
16835,feature 376,10
16835,feature 368,10
16835,feature 291,7
16835,feature 283,8
10298,feature 283,2
10298,feature 376,9
10298,feature 291,2
